sentence,label,split,len,twenty,fifty
"Finnish management software solutions provider Ixonos Oyj net profit decreased to 369,000 euro ( $ 575,000 ) for the first quarter of 2008 from 669,000 euro ( $ 1.0 mln ) for the same period of 2007 .",0,"['Finnish', 'management', 'software', 'solutions', 'provider', 'Ixonos', 'Oyj', 'net', 'profit', 'decreased', 'to', '369,000', 'euro', '(', '$', '575,000', ')', 'for', 'the', 'first', 'quarter', 'of', '2008', 'from', '669,000', 'euro', '(', '$', '1.0', 'mln', ')', 'for', 'the', 'same', 'period', 'of', '2007', '.']",38,8,19
"In a separate announcement to the Helsinki stock exchange , Atria revealed that the company 's third quarter profits declined from EUR13 .9 m in the third quarter of last year to EUR12 .7 m in this year 's Q3 .",0,"['In', 'a', 'separate', 'announcement', 'to', 'the', 'Helsinki', 'stock', 'exchange', ',', 'Atria', 'revealed', 'that', 'the', 'company', ""'s"", 'third', 'quarter', 'profits', 'declined', 'from', 'EUR13', '.9', 'm', 'in', 'the', 'third', 'quarter', 'of', 'last', 'year', 'to', 'EUR12', '.7', 'm', 'in', 'this', 'year', ""'s"", 'Q3', '.']",41,9,21
Aldata said that there are still a number of operational aspects to be defined between it and Microsoft and further details of the product and market initiatives resulting from this agreement will be available at a later date .,1,"['Aldata', 'said', 'that', 'there', 'are', 'still', 'a', 'number', 'of', 'operational', 'aspects', 'to', 'be', 'defined', 'between', 'it', 'and', 'Microsoft', 'and', 'further', 'details', 'of', 'the', 'product', 'and', 'market', 'initiatives', 'resulting', 'from', 'this', 'agreement', 'will', 'be', 'available', 'at', 'a', 'later', 'date', '.']",39,8,20
"In addition , a good biological durability is achieved . ''",1,"['In', 'addition', ',', 'a', 'good', 'biological', 'durability', 'is', 'achieved', '.', ""''""]",11,3,6
"In the Asia-Pacific region , Visa Wave is available in Malaysia , Taiwan and South Korea and will be expanded to Japan and Southeast Asia this year , Jung added .",2,"['In', 'the', 'Asia-Pacific', 'region', ',', 'Visa', 'Wave', 'is', 'available', 'in', 'Malaysia', ',', 'Taiwan', 'and', 'South', 'Korea', 'and', 'will', 'be', 'expanded', 'to', 'Japan', 'and', 'Southeast', 'Asia', 'this', 'year', ',', 'Jung', 'added', '.']",31,7,16
"Finnish retailer Stockmann has won approval from the board of Swedish rival Lindex for a public tender offer with the aim of expanding the companies ' presence in Russia and other CEE countries , Stockmann said Monday .",2,"['Finnish', 'retailer', 'Stockmann', 'has', 'won', 'approval', 'from', 'the', 'board', 'of', 'Swedish', 'rival', 'Lindex', 'for', 'a', 'public', 'tender', 'offer', 'with', 'the', 'aim', 'of', 'expanding', 'the', 'companies', ""'"", 'presence', 'in', 'Russia', 'and', 'other', 'CEE', 'countries', ',', 'Stockmann', 'said', 'Monday', '.']",38,8,19
Finnish forest industry group Stora Enso Oyj issued on Thursday ( 20 March ) a profit warning for the first quarter 2008 .,0,"['Finnish', 'forest', 'industry', 'group', 'Stora', 'Enso', 'Oyj', 'issued', 'on', 'Thursday', '(', '20', 'March', ')', 'a', 'profit', 'warning', 'for', 'the', 'first', 'quarter', '2008', '.']",23,5,12
"Mercator will use the software for its logistic , retail and wholesale operations in Slovenia and its other markets in southeastern Europe .",1,"['Mercator', 'will', 'use', 'the', 'software', 'for', 'its', 'logistic', ',', 'retail', 'and', 'wholesale', 'operations', 'in', 'Slovenia', 'and', 'its', 'other', 'markets', 'in', 'southeastern', 'Europe', '.']",23,5,12
Short-term licenses for the games cost as little as $ 3 while purchasing a game outright can cost as much as $ 10 or $ 15 .,1,"['Short-term', 'licenses', 'for', 'the', 'games', 'cost', 'as', 'little', 'as', '$', '3', 'while', 'purchasing', 'a', 'game', 'outright', 'can', 'cost', 'as', 'much', 'as', '$', '10', 'or', '$', '15', '.']",27,6,14
A 2001 agreement expired earlier this month .,1,"['A', '2001', 'agreement', 'expired', 'earlier', 'this', 'month', '.']",8,2,4
"Finnish electronics contract manufacturer Scanfil reports net sales of EUR 241.2 mn in 2006 , down from EUR 321.6 mn in 2005 .",0,"['Finnish', 'electronics', 'contract', 'manufacturer', 'Scanfil', 'reports', 'net', 'sales', 'of', 'EUR', '241.2', 'mn', 'in', '2006', ',', 'down', 'from', 'EUR', '321.6', 'mn', 'in', '2005', '.']",23,5,12
"The total number of shares in the company will be 585,236,987 Innofactor group Innofactor offers its customers comprehensive solutions in the Microsoft environment .",1,"['The', 'total', 'number', 'of', 'shares', 'in', 'the', 'company', 'will', 'be', '585,236,987', 'Innofactor', 'group', 'Innofactor', 'offers', 'its', 'customers', 'comprehensive', 'solutions', 'in', 'the', 'Microsoft', 'environment', '.']",24,5,12
"The Hayward , Calif.-based target designs active , casual and dress footwear , as well as boots and sandals .",1,"['The', 'Hayward', ',', 'Calif.-based', 'target', 'designs', 'active', ',', 'casual', 'and', 'dress', 'footwear', ',', 'as', 'well', 'as', 'boots', 'and', 'sandals', '.']",20,4,10
The annual net sales of the unit is some EUR 5 million and it currently employs some 55 people .,1,"['The', 'annual', 'net', 'sales', 'of', 'the', 'unit', 'is', 'some', 'EUR', '5', 'million', 'and', 'it', 'currently', 'employs', 'some', '55', 'people', '.']",20,4,10
"treatment products in Usa , Canada , Mexico , Australia and Brazil Today , Global Research & Data Services is going to publish several market analyses about the markets for water treatment products in some selected countries .",1,"['treatment', 'products', 'in', 'Usa', ',', 'Canada', ',', 'Mexico', ',', 'Australia', 'and', 'Brazil', 'Today', ',', 'Global', 'Research', '&', 'Data', 'Services', 'is', 'going', 'to', 'publish', 'several', 'market', 'analyses', 'about', 'the', 'markets', 'for', 'water', 'treatment', 'products', 'in', 'some', 'selected', 'countries', '.']",38,8,19
Aspocomp has repaid its interest bearing liability to Standard Chartered Bank and will use the rest of the consideration to partially repay its interest bearing liabilities in Finland and to improve its liquidity .,2,"['Aspocomp', 'has', 'repaid', 'its', 'interest', 'bearing', 'liability', 'to', 'Standard', 'Chartered', 'Bank', 'and', 'will', 'use', 'the', 'rest', 'of', 'the', 'consideration', 'to', 'partially', 'repay', 'its', 'interest', 'bearing', 'liabilities', 'in', 'Finland', 'and', 'to', 'improve', 'its', 'liquidity', '.']",34,7,17
"Please inform IR Johanna Koskinen of your participation no later than 20 April at 10 a.m. A telephone conference for financial analysts and investors , conducted in English , will begin at 3:00 p.m. Finnish time ( EET ) .",1,"['Please', 'inform', 'IR', 'Johanna', 'Koskinen', 'of', 'your', 'participation', 'no', 'later', 'than', '20', 'April', 'at', '10', 'a.m.', 'A', 'telephone', 'conference', 'for', 'financial', 'analysts', 'and', 'investors', ',', 'conducted', 'in', 'English', ',', 'will', 'begin', 'at', '3:00', 'p.m.', 'Finnish', 'time', '(', 'EET', ')', '.']",40,8,20
"Salcomp Oyj , the Finnish maker of mobile phone chargers , Monday posted a EUR1 .49 million loss in the second quarter compared with a 1.70 million profit in the same period the previous year .",0,"['Salcomp', 'Oyj', ',', 'the', 'Finnish', 'maker', 'of', 'mobile', 'phone', 'chargers', ',', 'Monday', 'posted', 'a', 'EUR1', '.49', 'million', 'loss', 'in', 'the', 'second', 'quarter', 'compared', 'with', 'a', '1.70', 'million', 'profit', 'in', 'the', 'same', 'period', 'the', 'previous', 'year', '.']",36,8,18
The combined value of the orders is EUR 45mn .,1,"['The', 'combined', 'value', 'of', 'the', 'orders', 'is', 'EUR', '45mn', '.']",10,2,5
"The companies will divest to UPM Fray Bentos pulp mill and Forestal Oriental , a company specialising in eucalyptus cultivation .",1,"['The', 'companies', 'will', 'divest', 'to', 'UPM', 'Fray', 'Bentos', 'pulp', 'mill', 'and', 'Forestal', 'Oriental', ',', 'a', 'company', 'specialising', 'in', 'eucalyptus', 'cultivation', '.']",21,5,11
"It grew in Finland , Norway , Denmark and the Baltic countries .",1,"['It', 'grew', 'in', 'Finland', ',', 'Norway', ',', 'Denmark', 'and', 'the', 'Baltic', 'countries', '.']",13,3,7
"The Internal Revenue Service sees about 20 percent of all taxpayers wait until the last two weeks to file , with about 40 million returns filed in April .",1,"['The', 'Internal', 'Revenue', 'Service', 'sees', 'about', '20', 'percent', 'of', 'all', 'taxpayers', 'wait', 'until', 'the', 'last', 'two', 'weeks', 'to', 'file', ',', 'with', 'about', '40', 'million', 'returns', 'filed', 'in', 'April', '.']",29,6,15
"Key shareholders of Finnish IT services provider TietoEnator Oyj on Friday rejected a hostile EUR1 .08 billion $ 1.67 billion offer from buyout shop Nordic Capital , giving new life to a possible counter offer from Blackstone Group LP and Norwegian telecom Telenor ASA .",2,"['Key', 'shareholders', 'of', 'Finnish', 'IT', 'services', 'provider', 'TietoEnator', 'Oyj', 'on', 'Friday', 'rejected', 'a', 'hostile', 'EUR1', '.08', 'billion', '$', '1.67', 'billion', 'offer', 'from', 'buyout', 'shop', 'Nordic', 'Capital', ',', 'giving', 'new', 'life', 'to', 'a', 'possible', 'counter', 'offer', 'from', 'Blackstone', 'Group', 'LP', 'and', 'Norwegian', 'telecom', 'Telenor', 'ASA', '.']",45,9,23
"The operations to be sold include manufacturing units in Finland , France , Poland and Turkey , as well as sales units in Germany and Lithuania .",1,"['The', 'operations', 'to', 'be', 'sold', 'include', 'manufacturing', 'units', 'in', 'Finland', ',', 'France', ',', 'Poland', 'and', 'Turkey', ',', 'as', 'well', 'as', 'sales', 'units', 'in', 'Germany', 'and', 'Lithuania', '.']",27,6,14
"RFID ( Radio Frequency Identification ) is a method of so-called intelligent transport , whereby information can be read and saved remotely .",1,"['RFID', '(', 'Radio', 'Frequency', 'Identification', ')', 'is', 'a', 'method', 'of', 'so-called', 'intelligent', 'transport', ',', 'whereby', 'information', 'can', 'be', 'read', 'and', 'saved', 'remotely', '.']",23,5,12
"Rapala VMC Corporation Rapala , a leading fishing tackle and sporting goods manufacturer and distributor , is the main owner of Peltonen with its 80 % shareholding .",1,"['Rapala', 'VMC', 'Corporation', 'Rapala', ',', 'a', 'leading', 'fishing', 'tackle', 'and', 'sporting', 'goods', 'manufacturer', 'and', 'distributor', ',', 'is', 'the', 'main', 'owner', 'of', 'Peltonen', 'with', 'its', '80', '%', 'shareholding', '.']",28,6,14
The company intends to raise production capacity in 2006 .,2,"['The', 'company', 'intends', 'to', 'raise', 'production', 'capacity', 'in', '2006', '.']",10,2,5
"The important thing now is to keep the bank 's existing 15,000 customers .",1,"['The', 'important', 'thing', 'now', 'is', 'to', 'keep', 'the', 'bank', ""'s"", 'existing', '15,000', 'customers', '.']",14,3,7
"At end-August , Sampo was Nordea 's biggest shareholder with a 20.6 % stake , followed by the state with 19.9 % .",1,"['At', 'end-August', ',', 'Sampo', 'was', 'Nordea', ""'s"", 'biggest', 'shareholder', 'with', 'a', '20.6', '%', 'stake', ',', 'followed', 'by', 'the', 'state', 'with', '19.9', '%', '.']",23,5,12
"Professional and consumer applications include personal navigation , personal safety , field and workflow management , and asset tracking .",1,"['Professional', 'and', 'consumer', 'applications', 'include', 'personal', 'navigation', ',', 'personal', 'safety', ',', 'field', 'and', 'workflow', 'management', ',', 'and', 'asset', 'tracking', '.']",20,4,10
Production is scheduled to start by the end of April 2007 .,1,"['Production', 'is', 'scheduled', 'to', 'start', 'by', 'the', 'end', 'of', 'April', '2007', '.']",12,3,6
"Remote Phone Management demonstrates SysOpen Digia 's unique end-to-end offering for operators , handset manufacturers and enterprise customers .",1,"['Remote', 'Phone', 'Management', 'demonstrates', 'SysOpen', 'Digia', ""'s"", 'unique', 'end-to-end', 'offering', 'for', 'operators', ',', 'handset', 'manufacturers', 'and', 'enterprise', 'customers', '.']",19,4,10
Exel is headquartered in Mantyharju in Finland .,1,"['Exel', 'is', 'headquartered', 'in', 'Mantyharju', 'in', 'Finland', '.']",8,2,4
Niam offer financial investors a high return via investments in funds that in turn invest in all types of properties .,1,"['Niam', 'offer', 'financial', 'investors', 'a', 'high', 'return', 'via', 'investments', 'in', 'funds', 'that', 'in', 'turn', 'invest', 'in', 'all', 'types', 'of', 'properties', '.']",21,5,11
"The total investment necessary will be EUR40m , the company estimated .",1,"['The', 'total', 'investment', 'necessary', 'will', 'be', 'EUR40m', ',', 'the', 'company', 'estimated', '.']",12,3,6
Affecto expects its net sales for the whole 2010 to increase from the 2009 level when they reached EUR 103 million .,2,"['Affecto', 'expects', 'its', 'net', 'sales', 'for', 'the', 'whole', '2010', 'to', 'increase', 'from', 'the', '2009', 'level', 'when', 'they', 'reached', 'EUR', '103', 'million', '.']",22,5,11
The owners who have participated in the business operations of the company will continue in Poyry 's employment after the transaction .,1,"['The', 'owners', 'who', 'have', 'participated', 'in', 'the', 'business', 'operations', 'of', 'the', 'company', 'will', 'continue', 'in', 'Poyry', ""'s"", 'employment', 'after', 'the', 'transaction', '.']",22,5,11
"On preliminary estimate , the hotel will operate under the brand Novotel .",1,"['On', 'preliminary', 'estimate', ',', 'the', 'hotel', 'will', 'operate', 'under', 'the', 'brand', 'Novotel', '.']",13,3,7
A CUT ABOVE Bring the outdoors in with these birch-branch coasters .,1,"['A', 'CUT', 'ABOVE', 'Bring', 'the', 'outdoors', 'in', 'with', 'these', 'birch-branch', 'coasters', '.']",12,3,6
Managing Director Kari Inkinen says that Sponda 's leasing operations developed highly favourably .,2,"['Managing', 'Director', 'Kari', 'Inkinen', 'says', 'that', 'Sponda', ""'s"", 'leasing', 'operations', 'developed', 'highly', 'favourably', '.']",14,3,7
"The company was supposed to deliver machinery to a veneer mill in the Tomsk region , in Russia .",1,"['The', 'company', 'was', 'supposed', 'to', 'deliver', 'machinery', 'to', 'a', 'veneer', 'mill', 'in', 'the', 'Tomsk', 'region', ',', 'in', 'Russia', '.']",19,4,10
An audio webcast will be available live and archived on Cerner 's Web site at www.cerner.com .,1,"['An', 'audio', 'webcast', 'will', 'be', 'available', 'live', 'and', 'archived', 'on', 'Cerner', ""'s"", 'Web', 'site', 'at', 'www.cerner.com', '.']",17,4,9
The use of validation rule base enables verifying that processing rule bases managed by different administrators fulfil some set requirements .,1,"['The', 'use', 'of', 'validation', 'rule', 'base', 'enables', 'verifying', 'that', 'processing', 'rule', 'bases', 'managed', 'by', 'different', 'administrators', 'fulfil', 'some', 'set', 'requirements', '.']",21,5,11
The board further said the company omitted to tender for a substantial part of the works and as such they had rightfully been found non-responsive by the evaluation team .,1,"['The', 'board', 'further', 'said', 'the', 'company', 'omitted', 'to', 'tender', 'for', 'a', 'substantial', 'part', 'of', 'the', 'works', 'and', 'as', 'such', 'they', 'had', 'rightfully', 'been', 'found', 'non-responsive', 'by', 'the', 'evaluation', 'team', '.']",30,6,15
Merrill Lynch analyst Campbell Morgan upgraded his recommendation on PaperlinX from `` neutral '' to `` buy '' in May .,2,"['Merrill', 'Lynch', 'analyst', 'Campbell', 'Morgan', 'upgraded', 'his', 'recommendation', 'on', 'PaperlinX', 'from', '``', 'neutral', ""''"", 'to', '``', 'buy', ""''"", 'in', 'May', '.']",21,5,11
Market share decreased on the route between Helsinki in Finland and Tallinn in Estonia by 0.1 percentage points to 24.8 % .,0,"['Market', 'share', 'decreased', 'on', 'the', 'route', 'between', 'Helsinki', 'in', 'Finland', 'and', 'Tallinn', 'in', 'Estonia', 'by', '0.1', 'percentage', 'points', 'to', '24.8', '%', '.']",22,5,11
"The report examines the medical equipment business structure and operations , history and products , and provides an analysis of its key medical equipment revenue lines .",1,"['The', 'report', 'examines', 'the', 'medical', 'equipment', 'business', 'structure', 'and', 'operations', ',', 'history', 'and', 'products', ',', 'and', 'provides', 'an', 'analysis', 'of', 'its', 'key', 'medical', 'equipment', 'revenue', 'lines', '.']",27,6,14
Juha Haapakoski will continue as Editor-in-Chief with budget responsibility also with the new publisher .,1,"['Juha', 'Haapakoski', 'will', 'continue', 'as', 'Editor-in-Chief', 'with', 'budget', 'responsibility', 'also', 'with', 'the', 'new', 'publisher', '.']",15,3,8
